category,room_count,bathroom_count,size,price,city,region,price_per_m2,log_price,budget_tier,size_tier
5,0.20000000000000004,0.25,0.06060606060606061,0.393173198482933,0,66,0.1421243588139622,0.7948850159843253,3,2
0,0.1,0.125,0.002525252525252526,0.06447534766118837,0,11,0.1492555986488177,0.4206455604826236,0,0
0,0.1,0.25,0.03535353535353536,0.22882427307206066,0,41,0.13123983485549856,0.6782510054656081,2,1
0,0.30000000000000004,0.125,0.07575757575757576,0.30467762326169406,0,84,0.09107969473289126,0.7396617510570282,2,2
0,0.20000000000000004,0.25,0.07272727272727274,0.4437420986093552,0,84,0.13649443262855,0.8212333711457154,3,2
0,0.20000000000000004,0.125,0.05050505050505051,0.10240202275600505,0,84,0.046040285249593395,0.511189027534289,1,2
0,0.1,0.125,0.03282828282828283,0.06447534766118837,0,117,0.043287876892280745,0.4206455604826236,0,1
0,0.20000000000000004,0.25,0.055555555555555566,0.19089759797724398,0,5,0.07606655823845865,0.6397855006703106,2,2
0,0.20000000000000004,0.125,0.055555555555555566,0.021491782553729452,0,84,0.011635180783185286,0.23435083015365588,0,2
0,0.20000000000000004,0.375,0.06313131313131314,0.14285714285714285,0,66,0.051795320905792565,0.5791481901619058,1,2
0,0.30000000000000004,0.125,0.055555555555555566,0.34260429835651074,0,41,0.13386713374202427,0.7649788594410643,2,2
2,0.1,0.125,0.025252525252525252,0.020227560050568895,0,54,0.021518828975353434,0.22563679488501598,0,1
0,0.1,0.125,0.025252525252525252,0.19089759797724398,0,41,0.1421243588139622,0.6397855006703106,2,1
0,0.1,0.125,0.05050505050505051,0.2920353982300885,0,4,0.12423370449143,0.7304836547385791,2,2
0,0.20000000000000004,0.25,0.07828282828282829,0.2920353982300885,0,41,0.08494933066433129,0.7304836547385791,2,2
0,0.20000000000000004,0.125,0.05050505050505051,0.16561314791403287,0,66,0.07206305517327662,0.6099309064659173,1,2
1,0.20000000000000004,0.125,0.07575757575757576,0.4437420986093552,0,84,0.13161516326785938,0.8212333711457154,3,2
5,0.20000000000000004,0.375,0.11111111111111112,0.40581542351453853,0,3,0.08519954960590516,0.801742807053728,3,3
5,0.1,0.125,0.03535353535353536,0.06447534766118837,0,117,0.040785687476541974,0.4206455604826236,0,1
0,0.20000000000000004,0.375,0.05050505050505051,0.4437420986093552,0,84,0.1867884398848993,0.8212333711457154,3,2
0,0.1,0.125,0.0404040404040404,0.011378002528445006,0,5,0.0103840860753159,0.1527276477261008,0,1
0,0.0,0.125,0.020202020202020204,0.16561314791403287,0,66,0.14512698611284874,0.6099309064659173,1,1
0,0.20000000000000004,0.125,0.0404040404040404,0.18584070796460175,0,84,0.0967096209183035,0.6341652057337321,2,1
0,0.1,0.125,0.0404040404040404,0.08975979772439949,0,3,0.04916802201926686,0.48484067237289885,1,1
2,0.1,0.125,0.025252525252525252,0.03919089759797724,0,4,0.03490554234955586,0.3302052181086934,0,1
4,0.1,0.25,0.09090909090909091,0.26675094816687733,0,100,0.06793444263730763,0.7110446529854595,2,2
5,0.20000000000000004,0.125,0.05050505050505051,0.10240202275600505,0,84,0.046040285249593395,0.511189027534289,1,2
0,0.1,0.25,0.05050505050505051,0.16561314791403287,0,84,0.07206305517327662,0.6099309064659173,1,2
0,0.1,0.125,0.0303030303030303,0.08975979772439949,0,54,0.061678969097960716,0.48484067237289885,1,1
1,0.1,0.125,0.0303030303030303,0.16561314791403287,0,54,0.10859502064306267,0.6099309064659173,1,1
0,0.20000000000000004,0.125,0.06060606060606061,0.2161820480404551,0,4,0.07956962342049292,0.6661338558317005,2,2
0,0.30000000000000004,0.25,0.045454545454545456,0.18836915297092288,0,11,0.0889528337295133,0.6370011343714552,2,2
0,0.30000000000000004,0.125,0.06565656565656566,0.0518331226295828,0,4,0.02001751532591017,0.37996287511601534,0,2
0,0.1,0.125,0.05050505050505051,0.19089759797724398,0,54,0.08257225071937944,0.6397855006703106,2,2
0,0.20000000000000004,0.125,0.05050505050505051,0.1150442477876106,0,11,0.05129488302264481,0.5347014540579562,1,2
0,0.30000000000000004,0.25,0.055555555555555566,0.1959544879898862,0,84,0.07806830977104966,0.6453026709291534,2,2
4,0.0,0.25,0.7474747474747475,0.6207332490518331,0,21,0.02001751532591017,0.8947612663710427,3,3
0,0.20000000000000004,0.25,0.06414141414141415,0.3173198482932996,0,54,0.10972100588014512,0.7484273486645356,2,2
0,0.0,0.125,0.025252525252525252,0.006321112515802781,0,5,0.011635180783185286,0.09719500876559761,0,1
0,0.0,0.125,0.055555555555555566,0.24146649810366622,0,84,0.09533341673964718,0.6896978446942355,2,2
0,0.1,0.125,0.05,0.3299620733249052,0,84,0.14099837357687978,0.756883572238837,2,2
0,0.1,0.125,0.025252525252525252,0.16561314791403287,0,4,0.12423370449143,0.6099309064659173,1,1
5,0.1,0.125,0.025252525252525252,0.06953223767383059,0,21,0.05629926185412236,0.4350314530267094,1,1
2,0.0,0.125,0.0101010101010101,0.0316055625790139,0,54,0.05229575878894032,0.2940084562235743,0,0
0,0.1,0.125,0.023232323232323233,0.1529709228824273,0,100,0.1223570624296259,0.5933793956893887,1,1
5,0.4,0.25,0.09090909090909091,0.49431099873577744,0,5,0.12423370449143,0.8447973600082501,3,2
0,0.1,0.125,0.0303030303030303,0.08975979772439949,0,5,0.061678969097960716,0.48484067237289885,1,1
0,0.30000000000000004,0.25,0.06060606060606061,0.4437420986093552,0,84,0.16001501313649444,0.8212333711457154,3,2
0,0.20000000000000004,0.25,0.07575757575757576,0.4437420986093552,0,84,0.13161516326785938,0.8212333711457154,3,2
0,0.1,0.125,0.0404040404040404,0.19089759797724398,0,54,0.09921181033404228,0.6397855006703106,2,1
4,0.0,0.25,0.1414141414141414,0.393173198482933,0,21,0.06580758163392968,0.7948850159843253,3,3
5,0.20000000000000004,0.125,0.06565656565656566,0.16561314791403287,0,117,0.05755035656199174,0.6099309064659173,1,2
0,0.0,0.125,0.025252525252525252,0.05436156763590391,0,117,0.04553984736644564,0.388676910384655,0,1
0,0.20000000000000004,0.125,0.045454545454545456,0.14032869785082175,0,5,0.06730889528337294,0.5754872641022999,1,2
0,0.20000000000000004,0.125,0.045454545454545456,0.1529709228824273,0,4,0.07306393093957211,0.5933793956893887,1,2
3,0.1,0.125,0.0303030303030303,0.14032869785082175,0,5,0.09295633679469535,0.5754872641022999,1,1
0,0.1,0.125,0.02777777777777778,0.08217446270543616,0,54,0.06080320280245214,0.467464164174487,1,1
0,0.1,0.125,0.03636363636363636,0.10998735777496839,0,11,0.06443137745527336,0.525574920078375,1,1
0,0.0,0.125,0.012626262626262628,0.1150442477876106,0,54,0.1381208557487802,0.5347014540579562,1,0
3,0.20000000000000004,0.375,0.06565656565656566,0.013906447534766117,0,5,0.007506568247216314,0.17608538723316491,0,2
1,0.9,0.625,0.1919191919191919,0.008849557522123892,0,54,0.0016264231202302018,0.1266886665979169,0,3
0,0.30000000000000004,0.25,0.06414141414141415,0.3173198482932996,0,54,0.10972100588014512,0.7484273486645356,2,2
0,0.0,0.125,0.025252525252525252,0.12768647281921616,0,54,0.09746027774302514,0.5560482623491803,1,1
0,0.30000000000000004,0.25,0.059595959595959605,0.20353982300884954,0,84,0.07619166770924558,0.6533463957925132,2,2
5,0.1,0.25,0.0707070707070707,0.08975979772439949,0,5,0.030401601401226074,0.48484067237289885,1,2
5,0.30000000000000004,0.125,0.10606060606060606,0.42351453855878635,0,5,0.09270611785312148,0.8110755903887801,3,3
4,0.0,0.125,0.08585858585858586,0.3173198482932996,0,5,0.0846991117227574,0.7484273486645356,2,2
0,0.1,0.125,0.0404040404040404,0.20353982300884954,0,66,0.1054672838733892,0.6533463957925132,2,1
4,0.0,0.125,0.06060606060606061,0.2920353982300885,0,11,0.10634305016889778,0.7304836547385791,2,2
2,0.0,0.125,0.0,0.02654867256637168,0,11,0.09295633679469535,0.26616479323502107,0,0
5,0.20000000000000004,0.25,0.05050505050505051,0.1150442477876106,0,54,0.05129488302264481,0.5347014540579562,1,2
0,0.1,0.125,0.03282828282828283,0.09481668773704172,0,66,0.06092831227323909,0.49577188821284945,1,1
0,0.0,0.125,0.005050505050505052,0.024020227560050567,0,117,0.05755035656199174,0.2507992162524493,0,0
0,0.30000000000000004,0.125,0.0404040404040404,0.16561314791403287,0,11,0.08670086325534843,0.6099309064659173,1,1
3,0.1,0.125,0.02272727272727273,0.0037926675094816682,0,4,0.010634305016889778,0.0631638651129216,0,1
5,0.1,0.25,0.08080808080808081,0.2920353982300885,0,66,0.08257225071937944,0.7304836547385791,2,2
5,0.20000000000000004,0.25,0.11464646464646465,0.36788874841972186,0,66,0.07506568247216314,0.7804475611013717,2,3
0,0.20000000000000004,0.125,0.04292929292929293,0.10745891276864727,0,11,0.05517327661703991,0.520882747241415,1,2
0,0.20000000000000004,0.125,0.05050505050505051,0.19089759797724398,0,54,0.08257225071937944,0.6397855006703106,2,2
